title,description,topic
"Sore-Losing Liberal Sally Field, 78, Trashes Kamala Harris Campaign Signs After Donald Trump's Crushing Victory — As Bleeding Heart Celebs Vow to Flee U.S.",The 78-year-old actress furiously tossed her Harris/Walz yard signs following Trump's win after previously endorsing the Democrat with a personal abortion story.,Fallout & Moving Forward
"Leave it To Internet 'Karen' Bethenny Frankel To Drag Another Woman, This Time It's Kamala Harris","On Wednesday, reality star and resident internet Karen Bethenny Frankel took to Instagram to share her thoughts on why Vice President Kamala Harris lost the presidential election. Read more...",Fallout & Moving Forward
WATCH: Stephen A. Smith Had the Audacity to Blame These Black Women for Kamala Harris Losing the Presidential Election,"In the wake of Kamala Harris’ defeat in the 2024 presidential election, countless TV pundits and political analysts are weighing in on what went wrong with the Democrats’ campaign. Well, rest easy because Stephen A. Smith knows exactly who to blame. Yes, the …",Fallout & Moving Forward
Voters In Kamala Harris’ Hometown Smack Down Initiative to Tax Natural Gas Use,"Measure GG would have required owners of multi-family or commercial buildings larger than 15,000 square feet to pay up in order to use natural gas. It failed with 68.25% of voters moving to reject the measure, according to Alameda County election data.",Fallout & Moving Forward
Harris Surrogate Says Joe Biden Gave a ‘Big F You’ to Fellow Democrats With Kamala Endorsement | Video,A former member of the VP’s finance committee says the campaign was a “$1 billion disaster” The post Harris Surrogate Says Joe Biden Gave a ‘Big F You’ to Fellow Democrats With Kamala Endorsement | Video appeared first on TheWrap.,Fallout & Moving Forward
Kamala Harris Quoted One Of Hitler’s Favorite Writers In Her Concession Speech,Kamala Harris' otherwise innocuous concession speech took a weird turn when she quoted one of Hitler's favorite writers.,Fallout & Moving Forward
Advice from Democrats Who Outran Kamala Harris,"“Democrats who won major Senate races have a blunt message for their party: Get a better economic message or keep losing,” Politico reports.“From Elissa Slotkin in Michigan to Ruben Gallego in Arizona and Adam Schiff in California, these soon-to-be senators t…",Fallout & Moving Forward
Kamala Harris Was Dukakis-ed,Kenneth Baer: “The vice president didn’t apply the most fundamental lesson from the past thirty-plus years: Answer your attacks head on.”,Fallout & Moving Forward
"Atlanta’s Kamala Harris Mural: A Symbol Of Hope, Painted Over Amid Election Defeat – But Muralist Maintains There’s More To The Story","Chileeeeeeeeee. *Sighs in deep negro spiritual* Look, we don’t even feel like mentioning what we already know. As if the election results rolling in didn’t already set off emotions on a high, of course, Atlanta found its way into the mix. Basically though, a …",Fallout & Moving Forward
"Atlanta’s Kamala Harris Mural: A Symbol Of Hope, Painted Over Amid Election Defeat – But Muralist Maintains There’s More To The Story","Chileeeeeeeeee. *Sighs in deep negro spiritual* Look, we don’t even feel like mentioning what we already know. As if the election results rolling in didn’t already set off emotions on a high, of course, Atlanta found its way into the mix. Basically though, a …",Fallout & Moving Forward
House Democrat Recalls Meeting Dismissive Kamala Harris: ‘She Just Walked Away from Me. There Was Kind of an Eye Roll’,"Rep. Marie Gluesenkamp Perez (D-WA) had tough words for her party and its ex-standard bearer, Vice President Kamala Harris in a new interview, The post House Democrat Recalls Meeting Dismissive Kamala Harris: ‘She Just Walked Away from Me. There Was Kind of a…",Fallout & Moving Forward
‘Stirring It Up!’ CNN Anchor Stunned By Bakari Sellers Bomb — Put Kamala Harris On Supreme Court Before Trump Sworn In,CNN's John Berman was stunned by a bombshell suggestion from analyst Bakari Sellers — adding Vice President Kamala Harris to the Supreme Court. The post ‘Stirring It Up!’ CNN Anchor Stunned By Bakari Sellers Bomb — Put Kamala Harris On Supreme Court Before Tr…,Fallout & Moving Forward
Nancy Pelosi Bashes Biden for Delaying Exit from Race and Making Kamala Harris the Candidate Without a Primary,Speaker Emerita Nancy Pelosi criticized Joe Biden for delaying his exit from the 2024 presidential race and coronating Kamala Harris as his replacement. The post Nancy Pelosi Bashes Biden for Delaying Exit from Race and Making Kamala Harris the Candidate With…,Fallout & Moving Forward
Kamala Harris Campaign Surrogate Tells Fox Biden’s Endorsement Was a ‘Big F You’ to Democrats: ‘This Is a $1 Billion Disaster’,"A campaign surrogate for Kamala Harris unloaded on Democrats in a Fox News interview, calling Harris's campaign a ""$1 billion disaster."" The post Kamala Harris Campaign Surrogate Tells Fox Biden’s Endorsement Was a ‘Big F You’ to Democrats: ‘This Is a $1 Bill…",Fallout & Moving Forward
‘WHOA!’ CNN Panel Floored After Fmr. Kamala Harris Spox Calls for Biden to Resign So She Can Be President Until Trump Takes Office,"Jamal Simmons, former communications director for Vice President Kamala Harris, made a bold suggestion Sunday that shocked the CNN panel discussing Donald Trump's transition to the White House. The post ‘WHOA!’ CNN Panel Floored After Fmr. Kamala Harris Spox …",Fallout & Moving Forward
Philly Democratic Chair Bob Brady slams Kamala Harris campaign after loss to Trump (NBC10 Philadelphia),NBC10 Philadelphia: Philly Democratic Chair Bob Brady slams Kamala Harris campaign after loss to Trump  —  Philadelphia Democratic Chair Bob Brady criticized Kamala Harris' campaign following her loss to Donald Trump in the presidential election  —  Hours aft…,Fallout & Moving Forward
Muh Democratcy: Former Harris Aide Calls for Biden to Resign to Make Kamala President (Ed Morrissey/HotAir),Ed Morrissey / HotAir: Muh Democratcy: Former Harris Aide Calls for Biden to Resign to Make Kamala President  —  Old and busted: Save Democracy!  New hotness: Install Democratcy!  —  Either that or former Kamala Harris comms director Jamal Simmons wants to cr…,Fallout & Moving Forward
"Kamala Harris Should Run Again in 2028, Democratic Voters Say",Overall 42 percent of likely Democratic voters would back Kamala Harris to be the party's 2028 presidential nominee.,Fallout & Moving Forward
Kamala Harris Supporters Abandon Starbucks Boycott After Election Defeat,"People online say that they are abandoning their boycotts of the coffee chain Starbucks, following Vice President Kamala Harris defeat in the 2024 election.",Fallout & Moving Forward
The Real Reason Why Kamala Harris' Interview With Joe Rogan Was Called Off,"After Harris' defeat, some Democrats called her decision to skip Rogan's show a critical campaign misstep.",Fallout & Moving Forward
Ben Shapiro: 'Nobody's Talking About' Kamala Harris 2028,Political commentator Ben Shapiro said the vice president would likely leave public life and would not run in 2028.,Fallout & Moving Forward
Could Kamala Harris Replace Sonia Sotomayor on Supreme Court?,"Democrats still have a Senate majority until January, allowing President Biden a tight window to nominate a Supreme Court judge",Fallout & Moving Forward
Bernie Sanders Reveals Why Voters Told Kamala Harris 'Screw You',Sanders praised Harris for her messaging on some issues but said the campaign fell short on economic plans for the working class.,Fallout & Moving Forward
Knives Out for Kamala Harris as Democratic Blame Game Begins,Fingers point to Harris' choice of running mate and failure to distance herself from President Joe Biden.,Fallout & Moving Forward
Kamala Harris' Stepdaughter Speaks Out About Election Loss,"Ella Emhoff, the daughter of second gentleman Doug Emhoff, shared a message on her Instagram after her stepmother's election loss.",Fallout & Moving Forward
What Will Kamala Harris Do Now? Next Steps After Election Defeat,"Having lost the 2024 election, Kamala Harris has several different routes ahead of her, both within public life and without.",Fallout & Moving Forward
Bill Maher Mocks Kamala Harris' Election Loss With McDonald's Job Quip,The comedian joked that Harris called McDonald's on election night to ask for her old job back after losing to Donald Trump.,Fallout & Moving Forward
Former Kamala Harris Aide Urges Joe Biden to Resign Within Next 30 Days,"Jamal Simmons recommended on Sunday that Biden step down to make Harris the first woman president, ""being a transitional figure.""",Fallout & Moving Forward
"Kamala Harris TV Ads Aimed at Black Men 'Sucked,' Ex-Obama Adviser Says","Van Jones said that Black male voters ""were not handled properly"" by the Harris campaign.",Fallout & Moving Forward
'Keep Going' Says Advocate for Women in Politics After Kamala Harris Defeat,"Erin Loos Cutraro, the founder of the charity She Should Run spoke to Newsweek about moving forward and the road ahead for women in politics.",Fallout & Moving Forward
Harris Surrogate Says Joe Biden Gave a ‘Big F You’ to Fellow Democrats With Kamala Endorsement | Video,,Fallout & Moving Forward
Jill Biden's apparent cold shoulder for Kamala Harris ignites social media,,Fallout & Moving Forward
"I spent Election week on Twitter (X) but I didn't have to see political posts. This extension uses AI to block mentions of Donald Trump, Kamala Harris, or politics.",A new browser extension uses AI to filter out political content from X (formerly Twitter).,Fallout & Moving Forward
Jimmy Kimmel Says Donald Trump's Victory Over Kamala Harris Was a 'Terrible Night',"Jimmy Kimmel got choked up during the opening monologue of his late-night show, telling his audience it was ""terrible"" that Donald Trump beat Kamala Harris in the 2024 presidential election. The comedian came out onstage Wednesday evening for…",Fallout & Moving Forward
Kamala Harris Could Earn Big Bucks With Speaking Gigs After Election Loss,"Vice President Kamala Harris may've lost the 2024 Presidential Election, but her future is still looking bright ... the politician could rake in the dough with speaking engagements. Darren Prince, the CEO of Prince Marketing Group, tells TMZ ...…",Fallout & Moving Forward
John Oliver Jokes Katy Perry’s “Ill-Advised” Whitney Houston Cover Is To Blame For Kamala Harris’ Election Loss: “It’s OK Not To Have The Range”,"In an episode dedicated to unpacking the 2024 presidential election results, John Oliver’s through-line toward making sense of Kamala Harris’ loss was a running joke pinning the blame on Katy Perry’s “ill-advised” cover of Whitney Houston’s “Greatest Love of …",Fallout & Moving Forward
"Joe Biden, In First Speech Since Kamala Harris’ Loss To Donald Trump, Says “A Defeat Does Not Mean We Are Defeated”","In his first speech since Kamala Harris lost the presidential race to Donald Trump, President Joe Biden vowed a peaceful transition of power and said that many of his administration’s accomplishments would be felt over the next decade. In his Rose Garden addr…",Fallout & Moving Forward
Kamala Harris drinks wine and plays Connect 4 in joyful post-election pic posted by her niece,"What would you do if you'd just been dealt a devastating, extremely public defeat? If your answer is ""drink wine in leggings,"" then Vice-President and former Democratic U.S. presidential candidate Kamala Harris can do you one better: Drink wine in leggings, s…",Fallout & Moving Forward
Judge Recused in Arizona 'Fake Electors' Case after Kamala Harris Remark,"An Arizona judge has recused himself from a ""fake electors"" case against Trump allies after being accused of anti-Trump bias due to comments he made about Kamala Harris. Maricopa County's Judge Bruce Cohen recused himself after emails surfaced in which he cal…",Fallout & Moving Forward
Kamala Harris Photo Shows Her Laughing With Family Days After Election Loss,"Kamala Harris' niece shared a photo of the vice president with her great nieces after her loss to President-elect Donald Trump following the 2024 presidential election. ""Back to where it all began only a few months ago. My eternal gratitude to everyone who sh…",Fallout & Moving Forward
Biden sounds upbeat in first speech since devastating election loss for Kamala Harris: 'Giving up is unforgivable',President Joe Biden appeared almost happy in the first speech he's given since the devastating loss for Vice President Kamala Harris in the election. Biden spoke for about 10 minutes from the White House on Thursday and tried to encourage supporters to keep f…,Fallout & Moving Forward
Kamala Harris' Stepdaughter Ella Emhoff Slams Reports She Had 'Mental Breakdown' After Presidential Election 2024,"Ella Emhoff is responding to the recent headlines about her. Over the past few days, there has been a lot of rumors on social media that the 25-year-old model, who is the daughter of Second Gentleman Doug Emhoff, had a “mental breakdown” and checked into a ho…",Fallout & Moving Forward
Andy Cohen Claps Back at Troll Over Celebrity Endorsements For Kamala Harris,"Andy Cohen is hitting back at someone for their comment on one of his recent posts. The Watch What Happens Live host shared on Instagram video on Wednesday (November 6) talking about the results of the 2024 Presidential Election, where Donald Trump was announ…",Fallout & Moving Forward
"Kamala Harris campaign staff emotionally devastated after election loss, concession to Trump",Vice President Kamala Harris' campaign staff is coming to grips and trying to understand what went wrong in the wake of their loss to Donald Trump. CBS News campaign reporter Shawna Mizelle reports on that and Bernie Sanders' post-election criticism of the De…,Fallout & Moving Forward
"Biden delivers first remarks since election, calls Kamala Harris' loss to Trump a setback","President Biden addressed the nation Thursday for the first time since Kamala Harris' loss to Donald Trump in the election, which Mr. Biden referred to as a setback. The president said he would work with the president-elect's team to ensure a peaceful transit…",Fallout & Moving Forward
Where do Democrats go after Kamala Harris' election loss to Trump,The Democratic Party is taking stock of what went wrong and how they can move forward after Kamala Harris' election loss to Donald Trump. Democratic strategist Hyma Moore joined CBS News to discuss how the party might try to regroup.,Fallout & Moving Forward
Former Kamala Harris aide says Joe Biden should resign so she can serve as 47th president,"Former Harris communications director Jamal Simmons said on CNN that Joe Biden could step down, allowing Kamala Harris to serve as the 47th president.",Fallout & Moving Forward
Voters in Kamala Harris’ Hometown Smack Down Initiative to Tax Natural Gas Use,"DAILY CALLER NEWS FOUNDATION—Voters in Berkeley, California, soundly rejected a proposal that would have required owners of certain larger buildings to pay a fee in... Read More The post Voters in Kamala Harris’ Hometown Smack Down Initiative to Tax Natural G…",Fallout & Moving Forward
This photo of Kamala Harris shows us exactly how to survive Trump's second term,Vice President Kamala Harris' niece Meena Harris shared photos of the vice president playing Connect 4 with Meena's granddaughters.,Fallout & Moving Forward
James Carville says Kamala Harris' failed campaign could be reduced to Sunny Hostin's question on 'The View',,Fallout & Moving Forward
Kamala Harris ran a historic campaign. What will her legacy be?,"Vice President Kamala Harris made history as the first woman of color to lead the ticket of a major party. But despite her historic run, she ultimately lost. What will her legacy be?<br><br>For sponsor-free episodes of <em>Consider This,</em> sign up for C<em…",Fallout & Moving Forward
Former Communications Director for Kamala Harris Suggests 'Biden Should Resign',"Vice President Kamala Harris's former communications director Jamal Simmons suggested that President Joe Biden ""should resign"" in order to make Harris ""the first woman president."" The post Former Communications Director for Kamala Harris Suggests ‘Biden Shoul…",Fallout & Moving Forward
Nolte: Kamala Harris Way In Front of 2028 Democrat Presidential Contenders,"Kamala Harris leads her closest potential 2028 Democrat presidential contender by 33 points, according to polling from Echelon Insights. The post Nolte: Kamala Harris Way In Front of 2028 Democrat Presidential Contenders appeared first on Breitbart.",Fallout & Moving Forward
Fetterman Slams Nancy Pelosi for 'Blaming Biden' over Kamala Harris Election Loss: 'You Got What You Wanted',"Sen. John Fetterman (D-PA) slammed Rep. Nancy Pelosi (D-CA) for ""blaming"" President Joe Biden for Vice President Kamala Harris's election loss, noting that she got what she wanted when Biden dropped out of the race. The post Fetterman Slams Nancy Pelosi for ‘…",Fallout & Moving Forward
"Tulane Women's Basketball Coach Wears Kamala Harris Shirt to First Game After Election, Loses Game","Tulane women's basketball coach Ashley Langford went viral after appearing on the sidelines wearing a Kamala Harris campaign shirt. The post Tulane Women’s Basketball Coach Wears Kamala Harris Shirt to First Game After Election, Loses Game appeared first on B…",Fallout & Moving Forward
Survey: Over Half of Kamala Harris Voters Want to Relocate After Donald Trump's Election Victory,A survey published Friday shows that some citizens are ready to pick up and move now that President-elect Donald Trump won the election. The post Survey: Over Half of Kamala Harris Voters Want to Relocate After Donald Trump’s Election Victory appeared first o…,Fallout & Moving Forward
VIDEO -- Tim Walz's Daughter Speaks Out About Election Results: U.S. 'Does Not Deserve Kamala Harris',"Democrat Minnesota Gov. Tim Walz's daughter, Hope, spoke out about the results of the presidential election, stating that the United States ""does not deserve"" Vice President Kamala Harris. The post VIDEO — Tim Walz’s Daughter Speaks Out About Election Results…",Fallout & Moving Forward
'The Big Short' Director Adam McKay Encourages Voters to Abandon Democrats over Kamala Harris Loss,"Adam McKay -- who directed the 2018 Dick Cheney biopic ""Vice"" -- is encouraging voters to abandon the Democrat party in the wake of Kamala Harris' loss to President-elect Donald Trump, calling out Democrat elites for their lies and shenanigans, including hidi…",Fallout & Moving Forward
Distressed Sally Field Seen Trashing Kamala Harris Yard Signs After Election,Oscar-winning actress Sally Field's birthday on Wednesday was not as happy as she'd hoped as she was seen trashing her Kamala Harris yard signs in the wake of Donald Trump's landslide victory. The post Distressed Sally Field Seen Trashing Kamala Harris Yard S…,Fallout & Moving Forward
Nancy Pelosi Flips on Kamala Harris: Election 'Would Have Been Different' if Democrats Had an 'Open Primary',"Rep. Nancy Pelosi said the election ""would have been different"" if the Democrats had held a primary process after Joe Biden dropped out. The post Nancy Pelosi Flips on Kamala Harris: Election ‘Would Have Been Different’ if Democrats Had an ‘Open Primary’ appe…",Fallout & Moving Forward
Former Clinton administration consultant blasts Kamala Harris as SORE LOSER,"A former strategic consultant under former President Bill Clinton slammed Kamala Harris, outgoing vice president and failed presidential candidate, as a “sore loser.” Barbara Heineback, a long-time Democratic staffer who first served under the late former Pre…",Fallout & Moving Forward
Kamala Harris says she will continue to fight for abortion during concession speech,"After losing against President-elect Donald Trump, Vice President Kamala Harris vowed that she would not give up her “fight for democracy, especially a woman’s right to abortion.” On Nov. 6, Harris, accompanied by her running mate Minnesota Gov. Tim Walz and …",Fallout & Moving Forward
Kamala Harris’ campaign advisor deletes X account after blaming Biden for loss,"Outgoing Vice President Kamala Harris’ senior campaign advisor David Plouffe “indirectly” took a swipe at current U.S. President Joe Biden for causing the landslide defeat of the Democratic presidential nominee, suggesting that the hole they dug was not deep …",Fallout & Moving Forward
Furious Democrats blame JOE BIDEN and TIM WALZ for Kamala Harris’ humiliating election loss,"The blame game within the Democratic Party has begun. Supporters of Vice President Kamala Harris are now turning on President Joe Biden and Minnesota Gov. Tim Walz, blaming the two for her loss in the election against President-elect Donald Trump. On the morn…",Fallout & Moving Forward
Democrat Breaks Into Tears Live on MSNBC After Kamala Harris Speech,Claire McCaskill became emotional while reacting to Vice President Harris' concession speech.,Fallout & Moving Forward
Nancy Pelosi admits that she really wanted an ‘open primary’ instead of Kamala Harris,"I don’t have a solid plan for how we’ll cover politics from here on out. Obviously, I’m a huge Democrat and the incoming Trump administration is going to drag the country into the pits of hell. I’m sure we’ll have coverage of all of that, but I simply don’t f…",Fallout & Moving Forward
Kamala Harris conceded the election & addressed supporters at Howard University,This is apparently the first election since 2004 where the Republican won the popular vote. What’s so weird about that is Donald Trump will likely win the popular vote having won two-million-plus fewer votes than he won in 2020. It’s also weird that Kamala Ha…,Fallout & Moving Forward
Kamala Harris didn’t offer us closure—and that’s the whole point,"Kamala Harris conceded and told her supporters to ""keep fighting"" following Donald Trump's win.",Fallout & Moving Forward
"Kamala Harris Advisor: Biden Should Resign, Install Her as First Female President","""It would absolve her from having to oversee the January 6th transition of her own defeat."" The post Kamala Harris Advisor: Biden Should Resign, Install Her as First Female President first appeared on Le·gal In·sur·rec·tion.",Fallout & Moving Forward
Report: Kamala Harris’ Campaign Is So Broke She Can No Longer Pay Senior Staffers,"""Internally, the apparent cash crunch is being blamed for the campaign’s decision to stop paying many senior staff as of Saturday, even those initially told they would be paid through the end of the year."" The post Report: Kamala Harris’ Campaign Is So Broke …",Fallout & Moving Forward
"To Pay Back $20 Million Campaign Debt, Kamala Harris Agrees To Fight Jake Paul","WILMINGTON, DE — After finding out how much money former heavyweight boxing champion Mike Tyson made from his highly publicized Netflix exhibition fight, failed presidential candidate Kamala Harris announced plans to pay back her $20 million campaign debt by …",Fallout & Moving Forward
They Turned Against Kamala Harris in Decisive Numbers. They’re About to Find Out If It Was Worth It.,"The view after Trump's win in Dearborn, Michigan.",Fallout & Moving Forward
WATCH: Best of Veep Thoughts With Kamala Harris (Thanks for the Memories),"Kamala Harris will not be president after running what is widely regarded as the most incompetent campaign in the history of American politics. The vice president assured she was ""gon' win,"" but she did not. She joins Hillary Clinton as the only Democrat to l…",Fallout & Moving Forward
Kamala Harris and Hired Gun Marc Elias Help Bob Casey Fundraise for a Pennsylvania Senate Recount That Might Not Even Happen,"Kamala Harris, who ended her failed presidential campaign $20 million in debt, is soliciting donations to support a recount for incumbent Bob Casey against Republican Dave McCormick, the declared winner of the Pennsylvania Senate race. But rather than help Ca…",Fallout & Moving Forward
Can Kamala Harris Run for President Again? What’s Next for the VP,The Vice President and Democratic nominee has lost her bid for the nation’s highest office to Donald Trump. Here’s a look at whether she can run again—and if she will.,Fallout & Moving Forward
"UNREAL: After Burning Through More Than a Billion Dollars, the Kamala Harris Campaign is Now Struggling to Pay Senior Staffers","As the Gateway Pundit has reported in detail, the Kamala Harris presidential campaign raised over a billion dollars and somehow managed to end up $20 million in debt. The post UNREAL: After Burning Through More Than a Billion Dollars, the Kamala Harris Campai…",Fallout & Moving Forward
"OOF! Mural of Kamala Harris in Atlanta, Georgia Already Being Painted Over (VIDEO)","Kamala Harris is so finished that she is already being erased from memory. The post OOF! Mural of Kamala Harris in Atlanta, Georgia Already Being Painted Over (VIDEO) appeared first on The Gateway Pundit.",Fallout & Moving Forward
Top Kamala Harris Adviser Deletes His X Account After Vague Post Sparks Controversy,Kamala Harris’ senior campaign advisor David Plouffe deleted his account on X after making a post appearing to suggest that President Joe Biden was the reason the vice president lost. The post Top Kamala Harris Adviser Deletes His X Account After Vague Post S…,Fallout & Moving Forward
STUNNING: The Kamala Harris Campaign Raised a Billion Dollars but is Closing Out With $20 Million in Debt,"The Kamala Harris campaign raised an eye-popping billion dollars over the summer and into the fall, but it still wasn’t enough to beat Trump. The post STUNNING: The Kamala Harris Campaign Raised a Billion Dollars but is Closing Out With $20 Million in Debt ap…",Fallout & Moving Forward
"Supporters of Senile, Brain-Dead Brandon and the Blabbering and Cackling Ignoramus Kamala Harris . . .",". . . are barking and snarling all over their media that NONE of Trump’s appointees are “qualified.” The post Supporters of Senile, Brain-Dead Brandon and the Blabbering and Cackling Ignoramus Kamala Harris . . . appeared first on LewRockwell.",Fallout & Moving Forward
Joe Biden Reacts to Outcome of Presidential Election 2024 After VP Kamala Harris Concedes Race,Joe Biden has reacted to the outcome of the 2024 Presidential Election after Vice President Kamala Harris conceded the race to Donald Trump. Kamala issued her speech on Wednesday evening (November 6) after calling Donald to congratulate him on his win and to …,Fallout & Moving Forward
"Biden, Kamala Harris make first public appearance together since election as stone-faced Jill looks on",Biden and Harris participated in a wreath-laying ceremony before the defeated vice president watched her boss' remarks next to an expressionless first lady.,Fallout & Moving Forward
MSNBC’s Claire McCaskill cries over Kamala Harris’ concession speech,McCaskill could be heard crying in the background while MSNBC aired Harris’s speech.,Fallout & Moving Forward
Bill Maher urges Democrats to ‘look in the mirror’ after Kamala Harris’ election loss,"Maher switched his aim toward Harris and the Democrats, telling them they must reevaluate their party and platform after their embarrassing loss.",Fallout & Moving Forward
Ella Emhoff seemingly loses her mind over stepmom Kamala Harris losing presidency to Trump,"Emhoff, 25, was photographed sobbing on the sidelines while Vice President Kamala Harris delivered her concession speech to Trump at Howard University on Wednesday.",Fallout & Moving Forward
Kamala Harris floated to replace Supreme Court Justice Sonia Sotomayor as progressives pressure her to resign,A liberal pundit Sunday floated nominating failed presidential candidate Kamala Harris to replace US Supreme Court Justice Sonia Sotomayor while the Democrats still cling to power.,Fallout & Moving Forward
Squirrel spotted onstage before Kamala Harris’ concession speech — and internet thinks it’s the ghost of P’nut,A squirrel was spotted running across the stage just moments before Vice President Kamala gave her concession speech Wednesday -- sending social media into a spin as users quipped it was the euthanized furry internet sensation coming back to haunt her.,Fallout & Moving Forward
Nancy Pelosi calls Kamala Harris’ loss to Trump ‘heartbreaking’ – had ‘very emotional conversation’ with VP,"Pelosi, 84, made the comments to New York Times podcast host Lulu Garcia-Navarro, co-host of “The Interview,” in a yet to be released episode recorded after Election Day.",Fallout & Moving Forward
Furious Dem official brands Kamala Harris’ campaign a ‘$1 billion disaster’ in foul-mouthed tirade,"""They’re $20 million or $18 million in debt. It’s incredible, and I raised millions of that. I have friends I have to be accountable to and explain what happened.""",Fallout & Moving Forward
"Kamala Harris’ stepdaughter, Ella Emhoff, addresses rumors she was hospitalized for ‘mental breakdown’",The daughter of second gentleman Douglas Emhoff was seen crying during the vice president's concession speech at Howard University.,Fallout & Moving Forward
Memers guess what President Biden is really thinking during presser after Kamala Harris lost to Trump: ‘Thrilled’,"""This is the look of a guy who just watched his carjacker get t-boned by a garbage truck,"" one user mused.",Fallout & Moving Forward
Ella Emhoff insists she is not having a mental breakdown after stepmom Kamala Harris’ big election loss: ‘F–k you’,Rumors swirled she had been checked into an institution.,Fallout & Moving Forward
Kamala Harris’ niece shares smiling pic of VP at home with glass of wine after she lost election to Trump,The 60-year-old presidential candidate can be seen wearing a sweatshirt from her alma mater Howard University while playing with her niece's two daughters.,Fallout & Moving Forward
Kamala Harris’ ex-communications director says Biden should resign in wild scheme to make her first female president: ‘Turn tables on Trump’,"""It’d turn [the] tables on Trump, keep Kamala from presiding over Jan. 6 make it easier for next woman to run.""",Fallout & Moving Forward
Plies Has Comforting Words For Fans Reeling After Kamala Harris’ Election Loss To Donald Trump,Plies told his followers to stay with the fight despite having to swallow the hard pill that we must endure four more years of Donald Trump.,Fallout & Moving Forward
Vice President Kamala Harris Concedes To Donald Trump During Howard University Speech,Vice President Kamala Harris conceded to President-Elect Donald Trump during a speech held at Howard University,Fallout & Moving Forward
Overnight Cable News Ratings for Nov. 5-7: Kamala Harris’ Concession Speech Brings Viewers,"Tuesday, November 5 Fox News was the go-to network on Election Night in both total viewers and the Adults 25-54 demo. The network peaked with over 10 million viewers between 9 p.m. and 12 a.m. ET. CNN still held its own in the demo, finishing in second place,…",Fallout & Moving Forward
"Catfight: As Biden and Trump smile cordially, Jill Biden cuts Kamala Harris dead","Around the time President Trump and Joe Biden held the most cordial of presidential transition meetings at the White House, something different was going on over at a Veterans Day event between Jill Biden and Kamala Harris.    According to Fox News: ...",Fallout & Moving Forward
Comparing Kamala Harris to actual U.S. presidents,"Unfortunately, with the recent defeat of Kamala Harris, we will have fewer opportunities in the future to hear her speak, to illuminate, to orate, to elevate.    As partial recompense, I hereby offer some of her wisest and wittiest utterances &hellip...",Fallout & Moving Forward
Kamala Harris ends her presidential run in booming defeat… and $20 million in debt,"When you look at how badly they managed their own money, think about what they would’ve done to ours.    Kamala Harris only became the official Democrat nominee on August 6th, which was just 91 days before the election—yet in that time, s...",Fallout & Moving Forward
Kamala Harris raised $1 billion-plus in defeat. She's still sending persistent appeals to donors,"Kamala Harris and the Democratic Party’s prodigious fundraising operation raised more than $1 billion in her loss to Donald Trump, but the vice president is still pushing donors for more money after the election",Fallout & Moving Forward
Judge recuses himself in Arizona fake elector case after urging response to attacks on Kamala Harris,A judge recused himself from presiding over Arizona's fake electors case after an email surfaced in which he told fellow judges to speak out against attacks on Kamala Harris’ race,Fallout & Moving Forward
Kamala Harris raised $1 billion-plus in defeat. She's still sending persistent appeals to donors,"Kamala Harris and the Democratic Party’s prodigious fundraising operation raised more than $1 billion in her loss to Donald Trump, but the vice president is still pushing donors for more money after the election",Fallout & Moving Forward
Kamala Harris Supporters Abandon Starbucks Boycott After Election Defeat,"Kamala Harris backers on TikTok say they are abandoning their support for a boycott of Starbucks because that support was not reciprocated in the election, which the vice president lost. Since late in 2023, there has been an ongoing boycott of the coffee gian…",Fallout & Moving Forward
What Kamala Harris' Loss Means For Future Women Candidates,The election result marks the second time a Democratic woman has lost to Donald Trump within eight years.,Fallout & Moving Forward
"Joe Biden, Kamala Harris Appear Together For First Time Since The Election",They observed Veterans Day together by laying a wreath at the Tomb of the Unknown Soldier at Arlington National Cemetery.,Fallout & Moving Forward
Michelle Obama Blasts Donald Trump's 'Gross Incompetence' at Kamala Harris Rally,"Michelle Obama says Donald Trump's not competent enough to be president ... blasting the former prez for the mistakes she feels he made in his first term -- and, saying he straight-up tried to steal the job. The former First Lady of the United…",Trump
Watch Cardi B at Kamala Harris Rally: ‘People Like Donald Trump Don’t Believe Women Deserve Rights’,"""Do we really trust this man with our economy? A man who only cares only about making himself rich and cutting taxes for his billionaire friends,"" rapper says in Milwaukee speech",Trump
Donald Trump sues CBS over ‘misleading’ interview with rival Kamala Harris,Lawsuit against 60 Minutes demands $10bn in damages and claims footage was edited.,Trump
Trump courts Muslim voters as Kamala Harris holds rival rally in Michigan,Donald Trump appealed to Muslim voters in the battleground state of Michigan as Michelle Obama endorsed Kamala Harris.,Trump
Michigan Muslim Was Booted From a Kamala Harris Rally. Then Team Trump Asked Him to Star in a Campaign Ad.,Ahmed Ghanim said no thanks — but the ejection could be the kind of thing that drives Arab and Muslim voters to Trump. The post Michigan Muslim Was Booted From a Kamala Harris Rally. Then Team Trump Asked Him to Star in a Campaign Ad. appeared first on The In…,Trump
JD Vance Demands Kamala Harris To 'Shut The Hell Up' About John Kellys Claims,Vice Presidential nominee JD Vance threw a fit at General Mark Kelly's revelations regarding Trump's admiration for Hitler. Then he weirdly demanded that Kamala Harris 'shut the hell up' about it.  Methinks Hillbilly Vanilli is WAY too emotional to lead. That…,Trump
